,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,PER,TS%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Share,Seed,WL,SS,MPG
452,Festus Ezeli,C,23,GSW,78,41,1120,2.4,5.4,0.438,0.0,0.0,,2.4,5.4,0.438,1.4,2.6,0.531,4.5,5.5,10.1,0.7,0.7,2.4,2.0,5.0,6.1,2013,9.3,0.467,10.7,0.0,1.5,1.5,0.066,-4.0,0.7,-3.4,-0.4,,6.0,0.573,329,14.35897435897436
453,Joel Freeland,PF,25,POR,51,1,477,4.4,10.7,0.408,0.0,0.0,,4.4,10.7,0.408,1.4,2.0,0.667,3.0,6.0,9.0,1.0,1.0,0.8,1.4,5.1,10.1,2013,9.3,0.435,16.6,-0.2,0.4,0.2,0.022,-4.7,-0.7,-5.4,-0.4,,11.0,0.402,275,9.352941176470589
454,Draymond Green,SF,22,GSW,79,1,1061,2.9,8.7,0.327,0.5,2.3,0.209,2.4,6.4,0.368,1.5,1.9,0.818,2.0,6.9,8.8,1.8,1.4,0.8,1.7,5.4,7.7,2013,7.1,0.404,14.0,-0.9,1.6,0.6,0.028,-5.0,1.4,-3.6,-0.4,,6.0,0.573,314,13.430379746835444
455,Maurice Harkless,SF,19,ORL,76,59,1974,4.7,10.3,0.461,0.6,2.1,0.274,4.2,8.2,0.51,1.3,2.3,0.57,2.2,3.9,6.1,0.9,1.6,1.1,1.3,2.6,11.4,2013,12.5,0.504,15.9,0.7,1.7,2.4,0.059,-1.6,0.3,-1.3,0.4,,15.0,0.244,232,25.973684210526315
456,John Henson,PF,22,MIL,63,9,827,7.1,14.6,0.482,0.0,0.1,0.0,7.1,14.5,0.486,2.4,4.6,0.533,5.0,7.9,12.9,1.3,0.8,1.8,2.0,3.6,16.5,2013,18.2,0.497,22.6,0.6,1.2,1.9,0.109,-0.7,-1.0,-1.7,0.1,,8.0,0.463,90,13.126984126984127
457,Bernard James,C,27,DAL,46,11,457,4.2,8.1,0.515,0.0,0.2,0.0,4.2,8.0,0.525,2.0,3.2,0.61,4.1,6.2,10.3,0.5,0.9,3.0,1.4,5.0,10.3,2013,14.7,0.541,13.9,0.5,0.7,1.2,0.125,-2.4,0.7,-1.6,0.0,,10.0,0.5,271,9.934782608695652
458,John Jenkins,SG,21,ATL,61,2,902,5.2,11.7,0.446,2.1,5.5,0.384,3.1,6.2,0.5,2.4,2.8,0.843,0.7,3.1,3.8,2.2,0.5,0.4,1.6,1.5,14.9,2013,13.0,0.576,18.7,1.1,0.6,1.7,0.091,0.4,-1.2,-0.8,0.3,0.002,6.0,0.537,131,14.78688524590164
459,Orlando Johnson,SG,23,IND,51,0,619,4.2,10.5,0.4,2.1,5.5,0.383,2.1,5.0,0.419,1.3,1.9,0.719,1.2,5.2,6.4,2.7,0.6,0.5,1.7,3.0,11.8,2013,11.4,0.523,16.4,0.5,1.0,1.5,0.115,-0.5,0.7,0.2,0.3,,3.0,0.605,224,12.137254901960784
460,DeQuan Jones,SF,22,ORL,63,17,803,4.3,9.8,0.436,0.4,1.6,0.257,3.9,8.2,0.47,1.5,2.3,0.667,0.8,3.9,4.7,0.7,0.9,1.0,1.3,2.5,10.4,2013,8.4,0.485,15.3,-0.3,0.4,0.1,0.007,-3.8,-0.8,-4.5,-0.5,,15.0,0.244,267,12.746031746031745
461,Michael Kidd-Gilchrist,SF,19,CHA,78,77,2025,5.0,10.9,0.458,0.0,0.2,0.222,5.0,10.7,0.462,2.5,3.3,0.749,2.3,5.8,8.1,2.1,1.0,1.2,1.8,2.9,12.5,2013,14.0,0.506,17.9,1.1,1.0,2.1,0.051,-1.6,-0.9,-2.6,-0.3,0.005,14.0,0.256,210,25.96153846153846
462,Doron Lamb,SG,21,TOT,47,0,577,3.7,10.2,0.368,0.9,2.3,0.378,2.9,7.9,0.365,1.2,2.1,0.588,0.5,2.4,2.9,2.0,0.8,0.0,1.6,3.2,9.6,2013,4.8,0.433,15.7,-0.6,0.2,-0.4,-0.032,-5.6,-1.6,-7.3,-0.8,,,,286,12.27659574468085
463,Meyers Leonard,C,20,POR,69,9,1206,4.5,8.3,0.545,0.1,0.2,0.429,4.4,8.1,0.548,2.1,2.7,0.809,2.4,5.2,7.6,1.0,0.3,1.1,1.5,5.0,11.3,2013,12.1,0.596,13.9,1.8,0.7,2.4,0.097,-2.7,-0.6,-3.3,-0.4,,11.0,0.402,243,17.47826086956522
464,Damian Lillard,PG,22,POR,82,82,3167,6.3,14.6,0.429,2.1,5.7,0.368,4.2,8.9,0.469,3.1,3.6,0.844,0.5,2.4,2.9,6.0,0.8,0.2,2.8,2.0,17.8,2013,16.4,0.546,24.2,5.1,0.7,5.8,0.088,2.1,-1.9,0.3,1.8,1.0,11.0,0.402,57,38.6219512195122
465,Kendall Marshall,PG,21,PHO,48,3,702,2.9,7.7,0.371,1.2,3.7,0.315,1.7,4.0,0.423,0.4,0.7,0.571,0.2,1.9,2.2,7.3,1.1,0.2,2.9,2.5,7.3,2013,7.8,0.455,13.6,-0.4,0.2,-0.2,-0.012,-3.5,-1.7,-5.2,-0.6,,15.0,0.305,320,14.625
466,Darius Miller,SF,22,NOH,52,2,694,2.3,5.6,0.407,1.1,2.9,0.393,1.1,2.7,0.423,0.4,0.4,1.0,0.4,3.6,4.0,2.3,0.9,0.6,1.2,4.6,6.1,2013,6.3,0.529,9.0,0.2,0.3,0.5,0.034,-3.6,0.9,-2.7,-0.1,,14.0,0.329,327,13.346153846153847
467,Donatas Motiejūnas,PF,22,HOU,44,14,538,6.5,14.3,0.455,1.6,5.6,0.289,4.9,8.7,0.562,2.1,3.4,0.627,2.4,3.8,6.2,2.1,0.5,0.7,2.5,4.9,16.7,2013,12.2,0.531,22.1,0.4,0.3,0.7,0.061,-1.9,-1.6,-3.5,-0.2,,8.0,0.549,84,12.227272727272727
468,Arnett Moultrie,PF,22,PHI,47,0,542,5.2,8.9,0.582,0.0,0.0,,5.2,8.9,0.582,1.2,1.9,0.643,5.0,4.6,9.6,0.7,1.1,0.7,1.3,2.9,11.6,2013,16.7,0.595,14.1,1.1,0.6,1.7,0.149,0.0,-1.2,-1.2,0.1,,9.0,0.415,228,11.53191489361702
469,Andrew Nicholson,PF,23,ORL,75,28,1249,7.4,14.0,0.527,0.0,0.0,,7.4,14.0,0.527,2.2,2.7,0.798,2.0,5.4,7.4,1.3,0.7,0.9,2.3,3.8,16.9,2013,15.1,0.557,22.1,0.9,0.8,1.7,0.065,-1.8,-0.9,-2.7,-0.2,,15.0,0.244,77,16.653333333333332
470,Kyle O'Quinn,C,22,ORL,57,5,638,5.7,11.1,0.513,0.0,0.1,0.0,5.7,11.1,0.515,1.7,2.5,0.667,3.7,8.1,11.8,2.9,0.6,1.5,2.1,6.0,13.1,2013,15.8,0.535,18.1,0.7,0.7,1.4,0.107,-1.9,0.3,-1.6,0.1,,15.0,0.244,193,11.192982456140351
471,Pablo Prigioni,PG,35,NYK,78,18,1263,2.9,6.3,0.455,1.5,3.8,0.396,1.3,2.5,0.547,0.6,0.7,0.88,1.2,2.9,4.1,6.7,2.0,0.1,2.5,3.6,7.8,2013,13.0,0.595,11.7,2.0,1.3,3.2,0.123,-0.8,0.9,0.1,0.7,,2.0,0.659,313,16.192307692307693
472,Austin Rivers,SG,20,NOH,61,26,1418,3.7,9.9,0.372,0.7,2.2,0.326,3.0,7.7,0.385,1.5,2.7,0.546,0.4,2.4,2.8,3.2,0.7,0.2,1.9,3.1,9.6,2013,5.9,0.431,16.8,-1.2,0.1,-1.1,-0.038,-4.7,-1.6,-6.2,-1.5,,14.0,0.329,285,23.24590163934426
473,Brian Roberts,PG,27,NOH,78,5,1324,5.8,13.9,0.417,1.6,4.2,0.386,4.2,9.7,0.43,1.9,2.1,0.909,0.5,2.2,2.6,6.0,1.0,0.1,1.9,2.9,15.1,2013,14.6,0.509,21.6,2.0,0.2,2.2,0.078,0.8,-1.4,-0.6,0.5,,14.0,0.329,120,16.974358974358974
474,Thomas Robinson,PF,21,TOT,70,0,1056,4.7,10.9,0.43,0.0,0.0,0.0,4.7,10.9,0.431,1.9,3.7,0.523,4.2,6.6,10.7,1.6,1.4,0.9,3.0,4.2,11.4,2013,10.9,0.451,19.1,-0.9,0.9,-0.1,-0.002,-3.8,-1.5,-5.3,-0.9,,,,233,15.085714285714285
475,Terrence Ross,SG,21,TOR,73,2,1239,5.4,13.3,0.407,1.9,5.7,0.332,3.5,7.6,0.464,0.9,1.2,0.714,1.0,3.2,4.2,1.5,1.2,0.4,1.4,3.5,13.6,2013,10.4,0.491,19.6,0.0,0.8,0.9,0.034,-1.7,-0.7,-2.5,-0.1,,10.0,0.415,174,16.972602739726028
476,Alexey Shved,SG,24,MIN,77,16,1840,4.6,12.4,0.372,1.7,5.6,0.295,3.0,6.8,0.435,2.1,2.9,0.72,0.8,2.6,3.4,5.6,1.1,0.5,2.9,2.3,13.0,2013,11.0,0.474,20.6,-0.6,1.4,0.8,0.02,-1.1,-0.6,-1.7,0.1,,12.0,0.378,196,23.896103896103895
477,Kyle Singler,SF,24,DET,82,74,2293,4.3,10.1,0.428,1.1,3.1,0.35,3.2,6.9,0.464,1.6,1.9,0.806,1.7,3.5,5.2,1.2,0.9,0.6,1.5,3.4,11.3,2013,10.0,0.517,15.8,1.1,1.2,2.3,0.048,-2.2,-0.8,-3.0,-0.6,,11.0,0.354,239,27.963414634146343
478,Jared Sullinger,PF,20,BOS,45,5,892,4.5,9.1,0.493,0.0,0.2,0.2,4.4,8.9,0.5,1.9,2.5,0.746,3.7,6.9,10.7,1.4,0.9,0.9,1.2,6.2,10.9,2013,13.5,0.534,14.9,1.3,1.4,2.7,0.146,-2.3,0.4,-1.9,0.0,,7.0,0.506,255,19.822222222222223
479,Jeff Taylor,SF,23,CHA,77,29,1507,4.1,9.5,0.431,1.3,3.7,0.344,2.8,5.9,0.486,1.8,2.5,0.728,1.2,2.4,3.6,1.5,1.1,0.4,1.1,3.2,11.3,2013,10.3,0.531,14.9,1.2,0.0,1.2,0.039,-2.1,-1.5,-3.6,-0.6,,14.0,0.256,244,19.571428571428573
480,Marquis Teague,PG,19,CHI,48,0,392,3.9,10.4,0.381,0.4,2.1,0.174,3.6,8.3,0.433,0.8,1.5,0.563,0.3,3.8,4.0,5.8,0.8,0.6,3.2,4.3,9.1,2013,6.0,0.412,18.2,-0.7,0.4,-0.3,-0.031,-5.5,0.0,-5.6,-0.4,,5.0,0.549,296,8.166666666666666
481,Mirza Teletović,PF,27,BRK,53,0,499,5.1,13.3,0.384,2.7,7.8,0.343,2.5,5.6,0.442,0.6,0.8,0.818,2.4,4.5,6.9,1.7,0.9,0.6,1.4,3.8,13.6,2013,12.3,0.495,19.4,0.5,0.5,0.9,0.087,-0.3,-1.0,-1.3,0.1,,4.0,0.598,177,9.415094339622641
482,Jonas Valančiūnas,C,20,TOR,62,57,1482,5.0,8.9,0.557,0.0,0.0,,5.0,8.9,0.557,3.5,4.5,0.789,2.9,6.1,9.0,1.1,0.4,1.9,2.3,4.6,13.5,2013,15.6,0.619,16.9,2.5,1.5,3.9,0.127,-1.1,0.0,-1.2,0.3,0.003,10.0,0.415,179,23.903225806451612
483,Dion Waiters,SG,21,CLE,61,48,1756,6.9,16.7,0.412,1.3,4.2,0.31,5.6,12.5,0.446,3.3,4.4,0.746,0.5,2.6,3.1,3.8,1.2,0.3,2.5,2.3,18.3,2013,13.7,0.492,26.1,0.3,0.6,0.9,0.026,-0.4,-1.8,-2.1,-0.1,0.035,13.0,0.293,40,28.78688524590164
484,Tyler Zeller,C,23,CLE,77,55,2033,4.3,9.9,0.438,0.0,0.1,0.0,4.3,9.8,0.441,2.1,2.8,0.764,2.8,4.9,7.8,1.7,0.6,1.2,1.7,4.4,10.8,2013,11.0,0.486,15.9,0.8,1.2,2.0,0.048,-3.1,-0.9,-4.0,-1.0,,13.0,0.293,260,26.4025974025974
485,Steven Adams,C,20,OKC,81,20,1197,2.8,5.6,0.503,0.0,0.0,,2.8,5.6,0.503,2.4,4.1,0.581,4.3,5.7,10.0,1.3,1.2,1.7,2.1,6.1,8.0,2014,11.2,0.541,11.7,0.9,1.9,2.9,0.114,-3.1,0.9,-2.2,-0.1,0.002,2.0,0.72,316,14.777777777777779
486,Giannis Antetokounmpo,SF,19,MIL,77,23,1897,3.3,7.9,0.414,0.8,2.2,0.347,2.5,5.7,0.44,2.6,3.8,0.683,1.5,5.0,6.4,2.8,1.1,1.2,2.3,3.3,10.0,2014,10.8,0.518,15.0,0.1,1.1,1.2,0.031,-2.4,-0.1,-2.5,-0.2,0.002,15.0,0.183,286,24.636363636363637
487,Pero Antić,C,31,ATL,50,26,925,4.8,11.4,0.418,2.2,6.7,0.327,2.6,4.8,0.545,1.9,2.6,0.758,2.2,5.9,8.1,2.3,0.7,0.5,2.1,4.9,13.7,2014,11.7,0.545,18.6,0.5,0.9,1.4,0.075,-1.6,-0.7,-2.3,-0.1,,8.0,0.463,170,18.5
488,Anthony Bennett,PF,20,CLE,52,0,663,4.3,12.2,0.356,0.7,2.9,0.245,3.6,9.3,0.39,2.4,3.7,0.638,2.7,5.8,8.4,0.9,1.1,0.4,2.6,5.0,11.8,2014,6.9,0.425,20.3,-1.1,0.7,-0.4,-0.028,-6.0,-1.3,-7.4,-0.9,,10.0,0.402,228,12.75
489,Reggie Bullock,SF,22,LAC,43,0,395,3.9,11.0,0.355,2.0,6.7,0.301,1.9,4.4,0.438,0.6,0.8,0.778,1.0,3.9,4.9,1.1,0.8,0.1,1.2,2.4,10.5,2014,6.7,0.46,15.4,-0.2,0.3,0.2,0.019,-2.5,-0.9,-3.3,-0.1,,3.0,0.695,266,9.186046511627907
490,Trey Burke,PG,21,UTA,70,68,2262,5.4,14.3,0.38,1.8,5.3,0.33,3.7,8.9,0.41,1.6,1.8,0.903,0.6,2.7,3.3,6.3,0.7,0.1,2.1,2.3,14.2,2014,12.6,0.473,21.8,1.0,0.0,0.9,0.02,0.0,-2.6,-2.6,-0.4,0.155,15.0,0.305,156,32.31428571428572
491,Nick Calathes,SG,24,MEM,71,7,1173,4.4,9.5,0.457,0.6,1.9,0.311,3.8,7.7,0.492,1.4,2.2,0.611,0.7,3.5,4.2,6.4,2.0,0.2,3.1,3.6,10.6,2014,12.3,0.506,17.5,-0.1,1.6,1.5,0.062,-2.5,1.6,-0.9,0.3,0.002,7.0,0.61,262,16.52112676056338
492,Kentavious Caldwell-Pope,SG,20,DET,80,41,1583,4.1,10.5,0.396,1.3,4.2,0.319,2.8,6.3,0.447,1.1,1.4,0.77,0.9,2.7,3.5,1.3,1.7,0.3,0.6,3.3,10.7,2014,9.4,0.483,13.9,1.0,0.8,1.8,0.055,-3.0,0.5,-2.6,-0.2,,11.0,0.354,257,19.7875
493,Michael Carter-Williams,PG,22,PHI,70,70,2414,6.4,15.7,0.405,0.8,3.1,0.264,5.5,12.6,0.44,3.8,5.5,0.703,1.5,5.0,6.5,6.6,1.9,0.6,3.7,3.2,17.4,2014,15.5,0.48,25.7,-0.8,2.1,1.3,0.026,-0.2,-0.2,-0.5,0.9,0.918,14.0,0.232,74,34.48571428571429
494,Brandon Davies,PF,22,PHI,51,0,575,3.4,8.0,0.422,0.1,0.6,0.2,3.3,7.4,0.441,2.1,3.3,0.642,2.4,4.4,6.8,1.8,1.5,0.5,2.2,5.8,9.0,2014,7.5,0.476,13.7,-0.3,0.4,0.1,0.008,-5.7,-0.6,-6.3,-0.6,,14.0,0.232,306,11.27450980392157
495,Matthew Dellavedova,SG,23,CLE,72,4,1271,3.5,8.4,0.412,1.6,4.4,0.368,1.8,4.0,0.461,1.1,1.4,0.792,0.8,2.7,3.5,5.3,0.9,0.1,1.7,3.4,9.6,2014,10.7,0.534,13.2,1.4,0.7,2.1,0.078,-1.6,-0.2,-1.8,0.1,,10.0,0.402,294,17.65277777777778
496,Gorgui Dieng,C,24,MIN,60,15,818,5.0,10.0,0.498,0.0,0.0,1.0,4.9,9.9,0.496,2.6,4.1,0.634,4.5,8.7,13.2,1.7,1.3,2.2,2.4,4.8,12.6,2014,16.5,0.534,16.8,0.7,1.5,2.2,0.129,-2.0,0.9,-1.1,0.2,0.005,10.0,0.488,205,13.633333333333333
497,Rudy Gobert,C,21,UTA,45,0,434,3.0,6.1,0.486,0.0,0.0,,3.0,6.1,0.486,2.7,5.4,0.492,4.2,8.6,12.9,0.6,0.7,3.4,2.7,4.7,8.6,2014,12.9,0.507,14.2,-0.2,0.6,0.4,0.045,-3.6,0.9,-2.7,-0.1,,15.0,0.305,310,9.644444444444444
498,Archie Goodwin,SG,19,PHO,52,0,533,5.1,11.3,0.455,0.3,2.4,0.139,4.8,8.8,0.542,2.5,3.7,0.673,1.7,4.2,5.9,1.4,1.4,0.7,3.0,3.0,13.1,2014,10.3,0.507,19.4,-0.3,0.5,0.2,0.018,-3.1,-0.1,-3.2,-0.2,,9.0,0.585,184,10.25
499,Tim Hardaway Jr.,SG,21,NYK,81,1,1875,5.6,13.2,0.428,2.5,6.9,0.363,3.1,6.3,0.498,2.0,2.5,0.828,0.4,2.0,2.3,1.3,0.8,0.1,0.9,2.8,15.8,2014,12.7,0.554,19.6,2.7,0.4,3.1,0.08,0.0,-1.8,-1.8,0.1,0.037,9.0,0.451,120,23.14814814814815
500,Robbie Hummel,SF,24,MIN,53,5,655,3.7,9.7,0.379,1.8,4.9,0.36,1.9,4.8,0.398,0.8,0.9,0.938,1.9,5.3,7.3,1.3,0.9,0.1,0.5,3.1,9.9,2014,9.6,0.492,12.6,0.6,0.6,1.1,0.084,-1.6,-0.4,-2.0,0.0,,10.0,0.488,287,12.358490566037736
501,Ryan Kelly,PF,22,LAL,59,25,1312,4.3,10.2,0.423,1.3,3.9,0.338,3.0,6.3,0.476,3.0,3.7,0.815,1.2,4.9,6.0,2.6,0.9,1.2,1.3,4.0,13.0,2014,12.6,0.548,15.9,1.5,0.7,2.2,0.081,-1.4,-0.1,-1.5,0.2,,14.0,0.329,197,22.23728813559322
502,Shane Larkin,PG,21,DAL,48,0,489,3.8,10.1,0.38,0.9,2.8,0.316,2.9,7.3,0.404,1.2,1.8,0.64,0.8,2.3,3.1,5.2,1.9,0.1,2.9,3.4,9.7,2014,8.3,0.446,17.4,-0.4,0.3,-0.1,-0.01,-3.8,0.0,-3.8,-0.2,,8.0,0.598,292,10.1875
503,Alex Len,C,20,PHO,42,3,362,3.3,7.8,0.423,0.0,0.0,,3.3,7.8,0.423,2.0,3.1,0.645,3.9,6.0,9.8,0.4,0.4,1.8,2.6,6.8,8.6,2014,7.3,0.469,14.3,-0.2,0.4,0.2,0.024,-5.9,-0.7,-6.6,-0.4,,9.0,0.585,309,8.619047619047619
504,Ray McCallum,PG,22,SAC,45,10,897,4.5,12.0,0.377,0.9,2.4,0.373,3.7,9.7,0.378,1.3,1.7,0.744,0.7,2.4,3.2,4.8,0.9,0.4,1.6,2.8,11.2,2014,9.7,0.439,17.6,0.0,0.4,0.4,0.02,-2.3,-0.8,-3.1,-0.3,,13.0,0.341,248,19.933333333333334
505,Ben McLemore,SG,20,SAC,82,55,2187,4.2,11.2,0.376,1.6,4.9,0.32,2.6,6.3,0.419,1.9,2.4,0.804,0.9,3.0,3.9,1.3,0.7,0.3,1.6,3.3,11.9,2014,7.7,0.485,16.9,-0.1,0.9,0.8,0.016,-2.9,-1.1,-4.0,-1.1,,13.0,0.341,223,26.670731707317074
506,Toure' Murry,PG,24,NYK,51,0,373,5.4,12.5,0.434,0.5,1.2,0.417,4.9,11.3,0.436,2.2,3.8,0.59,1.3,3.0,4.2,4.7,1.8,0.1,3.3,4.4,13.5,2014,11.1,0.479,22.5,-0.3,0.3,0.0,0.002,-3.7,-0.7,-4.4,-0.2,,9.0,0.451,178,7.313725490196078
507,Victor Oladipo,PG,21,ORL,80,44,2487,5.7,13.5,0.419,1.1,3.3,0.327,4.6,10.3,0.448,3.6,4.6,0.78,0.6,4.1,4.8,4.7,1.9,0.5,3.7,3.0,16.0,2014,13.6,0.514,24.4,-1.4,2.8,1.3,0.026,-1.9,0.4,-1.4,0.3,0.587,13.0,0.28,107,31.0875
508,Kelly Olynyk,C,22,BOS,70,9,1400,6.0,12.9,0.466,1.0,2.9,0.351,5.0,10.0,0.5,2.5,3.1,0.811,3.6,5.8,9.4,2.8,0.9,0.7,2.7,5.8,15.6,2014,15.2,0.546,21.0,1.5,1.4,2.9,0.101,-0.9,-0.3,-1.2,0.3,,12.0,0.305,127,20.0
509,Mason Plumlee,C,23,BRK,70,22,1275,5.6,8.5,0.659,0.0,0.1,0.0,5.6,8.4,0.666,3.4,5.5,0.626,2.8,5.9,8.7,1.7,1.4,1.6,2.2,4.8,14.7,2014,19.0,0.67,17.1,3.0,1.7,4.7,0.176,0.2,0.8,1.0,1.0,0.094,6.0,0.537,140,18.214285714285715
510,Phil Pressey,PG,22,BOS,75,11,1132,2.5,8.0,0.308,0.9,3.4,0.264,1.6,4.7,0.34,0.9,1.4,0.644,0.6,2.7,3.3,7.7,2.2,0.2,2.8,3.1,6.8,2014,8.8,0.39,14.1,-1.0,1.1,0.1,0.005,-3.8,0.5,-3.3,-0.4,,12.0,0.305,326,15.093333333333334
511,Miroslav Raduljica,C,26,MIL,48,2,465,5.3,9.8,0.54,0.0,0.0,,5.3,9.8,0.54,3.5,4.3,0.818,4.2,4.2,8.4,1.8,0.5,1.0,2.2,6.5,14.0,2014,15.3,0.603,17.3,1.0,0.1,1.1,0.112,-2.1,-1.6,-3.6,-0.2,,15.0,0.183,161,9.6875
512,Dennis Schröder,PG,20,ATL,49,0,641,4.0,10.6,0.383,0.6,2.4,0.238,3.5,8.2,0.425,1.6,2.4,0.674,0.3,3.1,3.4,5.2,1.0,0.0,3.4,3.0,10.3,2014,5.8,0.442,19.0,-1.1,0.4,-0.7,-0.054,-5.7,-1.6,-7.3,-0.9,,8.0,0.463,272,13.081632653061224
513,Tony Snell,SG,22,CHI,77,12,1231,3.8,9.8,0.384,1.7,5.2,0.32,2.1,4.6,0.456,0.9,1.2,0.756,0.6,3.1,3.6,2.0,0.8,0.4,1.3,2.5,10.1,2014,8.0,0.489,14.9,-0.1,1.7,1.6,0.063,-3.1,0.5,-2.6,-0.2,,4.0,0.585,279,15.987012987012987
514,Hollis Thompson,SF,22,PHI,77,41,1742,3.5,7.7,0.46,1.4,3.5,0.401,2.1,4.2,0.507,1.1,1.5,0.712,1.5,3.6,5.1,1.5,1.1,0.2,1.2,3.0,9.5,2014,9.5,0.57,11.3,1.4,0.6,2.0,0.055,-2.1,-1.0,-3.2,-0.5,,14.0,0.232,296,22.623376623376622
515,Jeff Withey,C,23,NOP,58,4,684,3.6,6.8,0.535,0.0,0.1,0.0,3.6,6.7,0.539,2.7,3.8,0.712,2.6,5.3,7.9,1.4,0.8,2.6,1.1,3.8,10.0,2014,15.2,0.59,12.0,1.2,0.6,1.8,0.128,-0.5,0.7,0.2,0.4,,12.0,0.415,284,11.793103448275861
516,Nate Wolters,PG,22,MIL,58,31,1309,4.7,10.7,0.437,0.5,1.7,0.29,4.2,9.0,0.465,1.6,2.5,0.656,0.9,3.2,4.1,5.1,1.0,0.4,1.6,1.8,11.5,2014,12.7,0.486,16.8,0.9,0.2,1.2,0.043,-0.8,-1.0,-1.8,0.1,,15.0,0.183,238,22.56896551724138
517,Cody Zeller,C,21,CHA,82,3,1416,4.4,10.3,0.426,0.0,0.0,0.0,4.4,10.2,0.427,3.7,5.1,0.73,3.0,6.0,9.0,2.3,1.0,1.0,2.2,4.3,12.5,2014,13.1,0.498,18.9,0.4,2.2,2.6,0.09,-2.9,0.9,-2.0,0.0,,7.0,0.524,210,17.26829268292683
518,Tarik Black,C,23,TOT,63,39,1196,4.7,8.2,0.575,0.0,0.0,0.0,4.7,8.2,0.577,2.0,3.6,0.551,4.3,6.8,11.1,1.3,0.6,0.7,1.4,4.8,11.4,2015,14.7,0.583,13.8,2.2,0.9,3.1,0.124,-1.0,-1.1,-2.1,0.0,,,,247,18.984126984126984
519,Bojan Bogdanović,SF,25,BRK,78,28,1854,5.1,11.2,0.453,1.8,5.0,0.355,3.3,6.2,0.531,1.7,2.1,0.821,1.0,3.2,4.1,1.3,0.7,0.2,1.5,2.0,13.6,2015,11.6,0.562,17.2,1.7,0.7,2.4,0.062,-0.3,-1.4,-1.7,0.1,,8.0,0.463,174,23.76923076923077
520,Markel Brown,SG,23,BRK,47,29,781,3.5,9.7,0.362,0.8,3.0,0.266,2.7,6.7,0.404,2.2,2.6,0.825,0.7,4.2,4.9,1.8,1.4,0.6,1.2,2.6,10.0,2015,9.1,0.459,15.3,-0.2,0.7,0.5,0.031,-3.0,0.4,-2.6,-0.1,,8.0,0.463,295,16.617021276595743
521,Jordan Clarkson,PG,22,LAL,59,38,1476,6.5,14.5,0.448,0.9,3.0,0.314,5.6,11.6,0.482,3.2,3.9,0.829,1.4,3.3,4.7,5.0,1.2,0.3,2.3,2.7,17.1,2015,16.9,0.528,23.0,2.0,0.4,2.4,0.078,1.2,-0.9,0.2,0.8,0.003,14.0,0.256,81,25.016949152542374
522,James Ennis III,SF,24,MIA,62,3,1051,3.5,8.5,0.409,1.1,3.3,0.326,2.4,5.2,0.461,2.7,3.2,0.84,1.7,4.3,6.0,1.6,0.9,0.6,1.3,3.0,10.7,2015,11.5,0.541,14.6,1.2,0.8,1.9,0.088,-1.0,-0.5,-1.5,0.1,,10.0,0.451,275,16.951612903225808
523,Dante Exum,PG,19,UTA,82,41,1817,2.9,8.2,0.349,1.6,5.2,0.314,1.2,3.0,0.408,0.4,0.6,0.625,0.5,2.1,2.6,3.9,0.8,0.3,2.3,2.9,7.8,2015,5.7,0.457,13.8,-1.1,1.0,-0.1,-0.003,-3.6,-0.7,-4.3,-1.1,,11.0,0.463,333,22.158536585365855
524,Langston Galloway,PG,23,NYK,45,41,1457,5.0,12.6,0.399,1.5,4.3,0.352,3.5,8.3,0.424,1.6,1.9,0.808,0.9,3.8,4.7,3.7,1.3,0.3,1.5,3.2,13.2,2015,12.3,0.489,19.2,0.7,0.6,1.3,0.043,-1.5,-0.9,-2.3,-0.1,,15.0,0.207,188,32.37777777777778
525,Aaron Gordon,PF,19,ORL,47,8,797,4.2,9.4,0.447,0.6,2.2,0.271,3.6,7.2,0.5,2.0,2.8,0.721,2.1,5.6,7.6,1.5,0.9,1.0,1.7,3.7,11.0,2015,11.4,0.517,15.5,0.3,0.7,1.0,0.06,-2.6,-0.1,-2.7,-0.2,,13.0,0.305,263,16.95744680851064
526,Jerami Grant,SF,20,PHI,65,11,1377,3.2,9.2,0.352,1.3,4.1,0.314,2.0,5.1,0.383,3.0,5.0,0.591,1.3,3.9,5.2,2.1,1.0,1.8,2.2,3.8,10.7,2015,8.7,0.47,16.5,-0.9,1.4,0.5,0.019,-3.9,0.6,-3.3,-0.5,,14.0,0.22,274,21.184615384615384
527,Erick Green,PG,23,DEN,43,1,410,5.4,14.2,0.377,1.2,4.1,0.298,4.1,10.1,0.409,0.9,1.1,0.833,0.6,2.1,2.7,3.4,1.1,0.0,1.2,2.3,12.8,2015,8.9,0.436,19.1,-0.1,0.1,0.0,0.0,-3.0,-1.3,-4.3,-0.2,,12.0,0.366,201,9.534883720930232
528,P.J. Hairston,SG,22,CHO,45,2,687,4.6,14.1,0.323,2.6,8.5,0.301,2.0,5.6,0.358,1.6,1.9,0.861,1.2,3.7,4.8,1.1,1.1,0.7,1.2,3.2,13.3,2015,8.9,0.446,20.4,-0.5,0.8,0.3,0.022,-2.6,-0.2,-2.9,-0.1,,11.0,0.402,187,15.266666666666667
